"name","pop","location"
"Wernigerode","34463","https://www.google.com/maps/?q=51.8365,10.7822"
"Balingen","34414","https://www.google.com/maps/?q=48.2752,8.85464"
"Schoenebeck","34301","https://www.google.com/maps/?q=52.0168,11.7307"
"Tegel","34287","https://www.google.com/maps/?q=52.576,13.2939"
"Meppen","34198","https://www.google.com/maps/?q=52.6906,7.29097"
"Papenburg","34117","https://www.google.com/maps/?q=53.0774,7.40444"
"Geldern","34013","https://www.google.com/maps/?q=51.5191,6.32363"
"Kehl","34009","https://www.google.com/maps/?q=48.573,7.81523"
"Vegesack","34000","https://www.google.com/maps/?q=53.1667,8.61667"
"Juelich","33911","https://www.google.com/maps/?q=50.9215,6.36267"
"Leer","33886","https://www.google.com/maps/?q=53.2316,7.461"
